rank_date,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation
27-01-1999,89,Armenia,ARM,0,31,11,UEFA
27-01-1999,90,Canada,CAN,0,30,11,CONCACAF
27-01-1999,91,Albania,ALB,0,29,15,UEFA
27-01-1999,92,Estonia,EST,0,33,-2,UEFA
27-01-1999,93,Belarus,BLR,0,30,11,UEFA
27-01-1999,94,Singapore,SIN,0,37,-13,AFC
27-01-1999,95,Syria,SYR,0,35,-11,AFC
27-01-1999,96,Kenya,KEN,0,33,-3,CAF
27-01-1999,97,Bosnia and Herzegovina,BIH,0,32,-1,UEFA
27-01-1999,98,Malawi,MWI,0,33,-9,CAF
27-01-1999,99,Iraq,IRQ,0,33,-5,AFC
27-01-1999,100,New Zealand,NZL,0,30,3,OFC
27-01-1999,101,Azerbaijan,AZE,0,31,-2,UEFA
27-01-1999,102,Lebanon,LIB,0,35,-17,AFC
27-01-1999,103,Liberia,LBR,0,28,5,CAF
27-01-1999,104,Sierra Leone,SLE,0,27,7,CAF
27-01-1999,105,Congo,CGO,0,27,7,CAF
27-01-1999,106,Uganda,UGA,0,29,-1,CAF
27-01-1999,107,Moldova,MDA,0,25,9,UEFA
27-01-1999,108,Indonesia,IDN,0,34,-21,AFC
27-01-1999,109,Cuba,CUB,0,29,-2,CONCACAF
27-01-1999,110,Faroe Islands,FRO,0,22,15,UEFA
27-01-1999,111,Vietnam,VIE,0,31,-13,AFC
27-01-1999,112,Kazakhstan,KAZ,0,30,-10,UEFA
27-01-1999,113,Malaysia,MAS,0,27,0,AFC
27-01-1999,114,Sudan,SDN,0,27,0,CAF
27-01-1999,115,Tanzania,TAN,0,24,3,CAF
27-01-1999,116,India,IND,0,27,-6,AFC
27-01-1999,117,Bahrain,BHR,0,24,2,AFC
27-01-1999,118,Myanmar,MYA,0,26,-3,AFC
27-01-1999,119,Haiti,HAI,0,28,-10,CONCACAF
27-01-1999,120,Barbados,BRB,0,24,1,CONCACAF
27-01-1999,121,Turkmenistan,TKM,0,23,1,AFC
27-01-1999,122,Fiji,FIJ,0,22,2,OFC
27-01-1999,123,Malta,MLT,0,18,7,UEFA
27-01-1999,124,Grenada,GRN,0,25,-7,CONCACAF
27-01-1999,125,Tajikistan,TJK,0,24,-5,AFC
27-01-1999,126,Venezuela,VEN,0,19,3,CONMEBOL
27-01-1999,127,Luxembourg,LUX,0,14,16,UEFA
27-01-1999,128,Tahiti,TAH,0,22,-5,OFC
27-01-1999,129,Benin,BEN,0,21,-2,CAF
27-01-1999,130,Jordan,JOR,0,22,-4,AFC
27-01-1999,131,Hong Kong,HKG,0,16,5,AFC
27-01-1999,132,St Vincent and the Grenadines,VIN,0,16,6,CONCACAF
27-01-1999,133,Panama,PAN,0,17,-2,CONCACAF
27-01-1999,134,Solomon Islands,SOL,0,20,-6,OFC
27-01-1999,135,Liechtenstein,LIE,0,10,24,UEFA
27-01-1999,136,Ethiopia,ETH,0,14,9,CAF
27-01-1999,137,St Kitts and Nevis,SKN,0,17,-5,CONCACAF
27-01-1999,138,Burundi,BDI,0,15,3,CAF
27-01-1999,139,Gambia,GAM,0,16,-4,CAF
27-01-1999,140,Mauritius,MRI,0,13,8,CAF
27-01-1999,141,Sri Lanka,SRI,0,17,-7,AFC
27-01-1999,142,St Lucia,LCA,0,15,-3,CONCACAF
27-01-1999,143,Niger,NIG,0,12,11,CAF
27-01-1999,144,Dominica,DMA,0,17,-11,CONCACAF
27-01-1999,145,Madagascar,MAD,0,12,5,CAF
27-01-1999,146,Yemen,YEM,0,13,0,AFC
27-01-1999,147,Mauritania,MTN,0,14,-5,CAF
27-01-1999,148,Antigua and Barbuda,ATG,0,16,-11,CONCACAF
27-01-1999,149,Lesotho,LES,0,15,-9,CAF
27-01-1999,150,Kyrgyz Republic,KGZ,0,12,1,AFC
27-01-1999,151,Laos,LAO,0,14,-7,AFC
27-01-1999,152,Swaziland,SWZ,0,13,-3,CAF
27-01-1999,153,San Marino,SMR,0,4,26,UEFA
27-01-1999,154,Dominican Republic,DOM,0,12,-2,CONCACAF
27-01-1999,155,Bangladesh,BAN,0,11,2,AFC
27-01-1999,156,Korea DPR,PRK,0,10,2,AFC
27-01-1999,157,Cayman Islands,CAY,0,12,-4,CONCACAF
27-01-1999,158,Botswana,BOT,0,11,-3,CAF
27-01-1999,159,Suriname,SUR,0,10,1,CONCACAF
27-01-1999,160,Libya,LBY,0,13,-13,CAF
27-01-1999,161,Netherlands Antilles,ANT,0,11,-5,CONCACAF
27-01-1999,162,Guinea-Bissau,GNB,0,8,3,CAF
27-01-1999,163,Chinese Taipei,TPE,0,7,6,AFC
27-01-1999,164,Nepal,NEP,0,6,12,AFC
27-01-1999,165,Andorra,AND,0,7,6,UEFA
27-01-1999,166,Guyana,GUY,0,9,-5,CONCACAF
27-01-1999,167,Maldives,MDV,0,8,-1,AFC
27-01-1999,168,Macau,MAC,0,6,6,AFC
27-01-1999,169,Cape Verde Islands,CPV,0,7,-2,CAF
27-01-1999,170,Tonga,TGA,0,8,-7,OFC
27-01-1999,171,Cambodia,CAM,0,8,-9,AFC
27-01-1999,172,Samoa,SAM,0,8,-8,OFC
27-01-1999,173,Rwanda,RWA,0,7,-3,CAF
27-01-1999,174,Papua New Guinea,PNG,0,7,-2,OFC
27-01-1999,175,Cook Islands,COK,0,6,-2,OFC
27-01-1999,176,Pakistan,PAK,0,7,-8,AFC
27-01-1999,177,Philippines,PHI,0,6,-2,AFC
27-01-1999,178,Puerto Rico,PUR,0,3,4,CONCACAF
27-01-1999,179,Vanuatu,VAN,0,5,-2,OFC
27-01-1999,180,Bermuda,BER,0,2,5,CONCACAF
27-01-1999,181,Chad,CHA,0,5,-3,CAF
27-01-1999,182,Aruba,ARU,0,4,-2,CONCACAF
27-01-1999,183,Seychelles,SEY,0,4,-2,CAF
27-01-1999,184,Brunei Darussalam,BRU,0,3,-1,AFC
27-01-1999,185,Belize,BLZ,0,2,1,CONCACAF
27-01-1999,186,Nicaragua,NCA,0,1,2,CONCACAF
27-01-1999,187,British Virgin Islands,VGB,0,2,0,CONCACAF
27-01-1999,188,Palestine,PLE,0,2,-4,AFC
27-01-1999,189,Eritrea,ERI,0,1,0,CAF
27-01-1999,190,Djibouti,DJI,0,0,1,CAF
27-01-1999,191,Equatorial Guinea,EQG,0,0,4,CAF
27-01-1999,192,São Tomé e Príncipe,STP,0,0,2,CAF
27-01-1999,193,Somalia,SOM,0,0,-3,CAF
27-01-1999,194,Central African Republic,CTA,0,0,-2,CAF
27-01-1999,194,American Samoa,ASA,0,0,-1,OFC
27-01-1999,195,Mongolia,MNG,0,0,1,AFC
27-01-1999,197,Guam,GUM,0,0,1,AFC
27-01-1999,198,Anguilla,AIA,0,0,-1,CONCACAF
24-02-1999,1,Brazil,BRA,0,829,0,CONMEBOL
24-02-1999,2,France,FRA,0,787,0,UEFA
24-02-1999,3,Croatia,CRO,0,745,0,UEFA
24-02-1999,4,Italy,ITA,0,745,0,UEFA
24-02-1999,5,Germany,GER,0,742,0,UEFA
24-02-1999,6,Argentina,ARG,0,733,0,CONMEBOL
24-02-1999,7,Czech Republic,CZE,0,726,0,UEFA
24-02-1999,8,Netherlands,NED,0,720,0,UEFA
24-02-1999,9,Spain,ESP,0,703,0,UEFA
24-02-1999,10,Romania,ROU,0,698,0,UEFA
24-02-1999,11,England,ENG,0,697,0,UEFA
24-02-1999,12,Mexico,MEX,0,690,0,CONCACAF
24-02-1999,13,Norway,NOR,0,678,0,UEFA
24-02-1999,14,Sweden,SWE,0,652,0,UEFA
24-02-1999,15,Denmark,DEN,0,648,0,UEFA
24-02-1999,16,Yugoslavia,YUG,0,643,0,UEFA
24-02-1999,17,Portugal,POR,0,636,0,UEFA
24-02-1999,18,Austria,AUT,0,633,0,UEFA
24-02-1999,19,Morocco,MAR,0,632,0,CAF
24-02-1999,20,Chile,CHI,0,616,0,CONMEBOL
24-02-1999,21,Belgium,BEL,0,610,0,UEFA
24-02-1999,22,Paraguay,PAR,0,608,0,CONMEBOL
24-02-1999,23,USA,USA,0,605,0,CONCACAF
24-02-1999,24,Slovakia,SVK,0,603,0,UEFA
24-02-1999,25,South Africa,RSA,0,603,0,CAF
24-02-1999,26,Scotland,SCO,0,602,0,UEFA
24-02-1999,27,Colombia,COL,0,593,0,CONMEBOL
24-02-1999,28,Poland,POL,0,584,1,UEFA
24-02-1999,29,Tunisia,TUN,0,592,-1,CAF
24-02-1999,30,Bulgaria,BUL,0,580,0,UEFA
24-02-1999,31,Russia,RUS,0,580,0,UEFA
24-02-1999,32,Egypt,EGY,0,578,0,CAF
24-02-1999,33,Korea Republic,KOR,0,568,2,AFC
24-02-1999,34,Japan,JPN,0,569,-1,AFC
24-02-1999,35,Ukraine,UKR,0,568,-1,UEFA
24-02-1999,36,Saudi Arabia,KSA,0,565,0,AFC
24-02-1999,37,Israel,ISR,0,562,1,UEFA
24-02-1999,38,Zambia,ZAM,0,563,-1,CAF
24-02-1999,39,Jamaica,JAM,0,561,0,CONCACAF
24-02-1999,40,Greece,GRE,0,530,6,UEFA
24-02-1999,41,Republic of Ireland,IRL,0,535,3,UEFA
24-02-1999,42,Ivory Coast,CIV,0,553,-2,CAF
24-02-1999,43,Ghana,GHA,0,547,-2,CAF
24-02-1999,44,Cameroon,CMR,0,536,-1,CAF
24-02-1999,45,Turkey,TUR,0,536,-3,UEFA
24-02-1999,46,Hungary,HUN,0,533,-1,UEFA
24-02-1999,47,IR Iran,IRN,0,530,0,AFC
24-02-1999,48,Kuwait,KUW,0,525,1,AFC
24-02-1999,49,Lithuania,LTU,0,526,-1,UEFA
24-02-1999,50,Australia,AUS,0,520,0,AFC
24-02-1999,51,China PR,CHN,0,513,1,AFC
24-02-1999,52,Ecuador,ECU,0,485,9,CONMEBOL
24-02-1999,53,Finland,FIN,0,512,0,UEFA
24-02-1999,54,Georgia,GEO,0,512,0,UEFA
24-02-1999,55,Zaire,ZAI,0,514,-4,CAF
24-02-1999,56,United Arab Emirates,UAE,0,503,-1,AFC
24-02-1999,57,Angola,ANG,0,489,2,CAF
24-02-1999,58,Cyprus,CYP,0,478,6,UEFA
24-02-1999,59,Bolivia,BOL,0,499,-3,CONMEBOL
24-02-1999,60,Switzerland,SUI,0,475,5,UEFA
24-02-1999,61,Iceland,ISL,0,488,-1,UEFA
24-02-1999,62,FYR Macedonia,MKD,0,492,-4,UEFA
24-02-1999,63,Peru,PER,0,480,-1,CONMEBOL
24-02-1999,64,Nigeria,NGA,0,493,-7,CAF
24-02-1999,65,Uruguay,URU,0,479,-2,CONMEBOL
24-02-1999,66,Latvia,LVA,0,471,0,UEFA
24-02-1999,67,Northern Ireland,NIR,0,467,0,UEFA
24-02-1999,68,Thailand,THA,0,454,2,AFC
24-02-1999,69,Costa Rica,CRC,0,454,0,CONCACAF
24-02-1999,70,Trinidad and Tobago,TRI,0,455,-2,CONCACAF
24-02-1999,71,Guinea,GUI,0,449,0,CAF
24-02-1999,72,Qatar,QAT,0,448,1,AFC
24-02-1999,73,Togo,TOG,0,449,-1,CAF
24-02-1999,74,Wales,WAL,0,446,0,UEFA
24-02-1999,75,Zimbabwe,ZIM,0,442,0,CAF
24-02-1999,76,Guatemala,GUA,0,440,0,CONCACAF
24-02-1999,77,Algeria,ALG,0,437,1,CAF
24-02-1999,78,Honduras,HON,0,437,-1,CONCACAF
24-02-1999,79,Slovenia,SVN,0,429,1,UEFA
24-02-1999,80,Mali,MLI,0,430,-1,CAF
24-02-1999,81,Namibia,NAM,0,428,0,CAF
24-02-1999,82,Uzbekistan,UZB,0,422,0,AFC
24-02-1999,83,Burkina Faso,BFA,0,415,1,CAF
24-02-1999,84,Gabon,GAB,0,419,-1,CAF
24-02-1999,85,Oman,OMA,0,414,1,AFC
24-02-1999,86,El Salvador,SLV,0,414,-1,CONCACAF
24-02-1999,87,Mozambique,MOZ,0,413,0,CAF
24-02-1999,88,Senegal,SEN,0,401,0,CAF
24-02-1999,89,Armenia,ARM,0,397,0,UEFA
24-02-1999,90,Canada,CAN,0,390,0,CONCACAF
24-02-1999,91,Albania,ALB,0,386,0,UEFA
24-02-1999,92,Belarus,BLR,0,379,1,UEFA
24-02-1999,93,Estonia,EST,0,382,-1,UEFA
24-02-1999,94,Kenya,KEN,0,366,2,CAF
24-02-1999,95,Singapore,SIN,0,374,-1,AFC
24-02-1999,96,Syria,SYR,0,368,-1,AFC
24-02-1999,97,Liberia,LBR,0,345,6,CAF
24-02-1999,98,Bosnia and Herzegovina,BIH,0,364,-1,UEFA
24-02-1999,99,Malawi,MWI,0,364,-1,CAF
24-02-1999,100,Iraq,IRQ,0,357,-1,AFC
24-02-1999,101,New Zealand,NZL,0,356,-1,OFC
24-02-1999,102,Azerbaijan,AZE,0,353,-1,UEFA
24-02-1999,103,Congo,CGO,0,342,2,CAF
24-02-1999,104,Lebanon,LIB,0,347,-2,AFC
24-02-1999,105,Sierra Leone,SLE,0,344,-1,CAF
24-02-1999,106,Uganda,UGA,0,342,0,CAF
24-02-1999,107,Moldova,MDA,0,341,0,UEFA
24-02-1999,108,Vietnam,VIE,0,315,3,AFC
24-02-1999,109,Indonesia,IDN,0,325,-1,AFC
24-02-1999,110,Cuba,CUB,0,323,-1,CONCACAF
24-02-1999,111,Faroe Islands,FRO,0,318,-1,UEFA
24-02-1999,112,Kazakhstan,KAZ,0,311,0,UEFA
24-02-1999,113,Malaysia,MAS,0,306,0,AFC
24-02-1999,114,Sudan,SDN,0,298,0,CAF
24-02-1999,115,India,IND,0,294,1,AFC
24-02-1999,116,Tanzania,TAN,0,295,-1,CAF
24-02-1999,117,Bahrain,BHR,0,283,0,AFC
24-02-1999,118,Myanmar,MYA,0,282,0,AFC
24-02-1999,119,Haiti,HAI,0,280,0,CONCACAF
24-02-1999,120,Barbados,BRB,0,278,0,CONCACAF
24-02-1999,121,Turkmenistan,TKM,0,277,0,AFC
24-02-1999,122,Fiji,FIJ,0,275,0,OFC
24-02-1999,123,Malta,MLT,0,274,0,UEFA
24-02-1999,124,Grenada,GRN,0,266,0,CONCACAF
24-02-1999,125,Tajikistan,TJK,0,259,0,AFC
24-02-1999,126,Venezuela,VEN,0,257,0,CONMEBOL
24-02-1999,127,Luxembourg,LUX,0,250,0,UEFA
24-02-1999,128,Tahiti,TAH,0,249,0,OFC
24-02-1999,129,Benin,BEN,0,247,0,CAF
24-02-1999,130,Jordan,JOR,0,234,0,AFC
24-02-1999,131,Hong Kong,HKG,0,225,0,AFC
24-02-1999,132,Ethiopia,ETH,0,212,4,CAF
24-02-1999,133,St Vincent and the Grenadines,VIN,0,217,-1,CONCACAF
24-02-1999,134,Panama,PAN,0,216,-1,CONCACAF
24-02-1999,135,Solomon Islands,SOL,0,214,-1,OFC
24-02-1999,136,Liechtenstein,LIE,0,213,-1,UEFA
24-02-1999,137,Burundi,BDI,0,205,1,CAF
24-02-1999,138,Mauritius,MRI,0,200,2,CAF
24-02-1999,139,St Kitts and Nevis,SKN,0,206,-2,CONCACAF
24-02-1999,140,Sri Lanka,SRI,0,199,1,AFC
24-02-1999,141,Gambia,GAM,0,200,-2,CAF
24-02-1999,142,Madagascar,MAD,0,189,3,CAF
24-02-1999,143,Dominica,DMA,0,189,1,CONCACAF
24-02-1999,144,St Lucia,LCA,0,190,-2,CONCACAF
24-02-1999,145,Niger,NIG,0,190,-2,CAF
24-02-1999,146,Yemen,YEM,0,187,0,AFC
24-02-1999,147,Antigua and Barbuda,ATG,0,175,1,CONCACAF
24-02-1999,148,Lesotho,LES,0,173,1,CAF
24-02-1999,149,Mauritania,MTN,0,183,-2,CAF
24-02-1999,150,San Marino,SMR,0,153,3,UEFA
24-02-1999,151,Kyrgyz Republic,KGZ,0,156,-1,AFC
24-02-1999,152,Laos,LAO,0,155,-1,AFC
24-02-1999,153,Swaziland,SWZ,0,154,-1,CAF
24-02-1999,154,Dominican Republic,DOM,0,149,0,CONCACAF
24-02-1999,155,Bangladesh,BAN,0,147,0,AFC
24-02-1999,156,Korea DPR,PRK,0,143,0,AFC
24-02-1999,157,Cayman Islands,CAY,0,141,0,CONCACAF
24-02-1999,158,Botswana,BOT,0,141,0,CAF
24-02-1999,159,Suriname,SUR,0,136,0,CONCACAF
24-02-1999,160,Libya,LBY,0,136,0,CAF
24-02-1999,161,Netherlands Antilles,ANT,0,132,0,CONCACAF
24-02-1999,162,Guinea-Bissau,GNB,0,124,0,CAF
24-02-1999,163,Chinese Taipei,TPE,0,107,0,AFC
24-02-1999,164,Nepal,NEP,0,105,0,AFC
24-02-1999,165,Andorra,AND,0,102,0,UEFA
24-02-1999,166,Maldives,MDV,0,102,1,AFC
24-02-1999,167,Guyana,GUY,0,102,-1,CONCACAF
24-02-1999,168,Macau,MAC,0,101,0,AFC
24-02-1999,169,Cape Verde Islands,CPV,0,98,0,CAF
24-02-1999,170,Cambodia,CAM,0,93,1,AFC
24-02-1999,171,Tonga,TGA,0,94,-1,OFC
24-02-1999,172,Samoa,SAM,0,91,0,OFC
24-02-1999,173,Rwanda,RWA,0,87,0,CAF
24-02-1999,174,Papua New Guinea,PNG,0,85,0,OFC
24-02-1999,175,Cook Islands,COK,0,83,0,OFC
24-02-1999,176,Pakistan,PAK,0,82,0,AFC
24-02-1999,177,Bermuda,BER,0,64,3,CONCACAF
24-02-1999,178,Philippines,PHI,0,79,-1,AFC
24-02-1999,179,Puerto Rico,PUR,0,74,-1,CONCACAF
24-02-1999,180,Vanuatu,VAN,0,72,-1,OFC
24-02-1999,181,Chad,CHA,0,62,0,CAF
24-02-1999,182,Aruba,ARU,0,52,0,CONCACAF
24-02-1999,183,Seychelles,SEY,0,51,0,CAF
24-02-1999,184,Brunei Darussalam,BRU,0,45,0,AFC
24-02-1999,185,Belize,BLZ,0,41,0,CONCACAF
24-02-1999,186,Nicaragua,NCA,0,36,0,CONCACAF
24-02-1999,187,British Virgin Islands,VGB,0,34,0,CONCACAF
24-02-1999,188,Eritrea,ERI,0,26,1,CAF
24-02-1999,189,Palestine,PLE,0,27,-1,AFC
24-02-1999,190,Equatorial Guinea,EQG,0,17,1,CAF
24-02-1999,191,Djibouti,DJI,0,17,-1,CAF
24-02-1999,192,São Tomé e Príncipe,STP,0,16,0,CAF
24-02-1999,193,Somalia,SOM,0,12,0,CAF
24-02-1999,194,Central African Republic,CTA,0,9,0,CAF
24-02-1999,195,Mongolia,MNG,0,6,0,AFC
24-02-1999,196,American Samoa,ASA,0,6,-2,OFC
24-02-1999,197,Guam,GUM,0,5,0,AFC
24-02-1999,198,Anguilla,AIA,0,3,0,CONCACAF
24-03-1999,1,Brazil,BRA,0,827,0,CONMEBOL
24-03-1999,2,France,FRA,0,786,0,UEFA
24-03-1999,3,Croatia,CRO,0,742,0,UEFA
24-03-1999,4,Italy,ITA,0,742,0,UEFA
24-03-1999,5,Germany,GER,0,738,0,UEFA
24-03-1999,6,Argentina,ARG,0,732,0,CONMEBOL
24-03-1999,7,Czech Republic,CZE,0,727,0,UEFA
24-03-1999,8,Netherlands,NED,0,716,0,UEFA
24-03-1999,9,Spain,ESP,0,706,0,UEFA
24-03-1999,10,Romania,ROU,0,698,0,UEFA
24-03-1999,11,England,ENG,0,695,0,UEFA
24-03-1999,12,Mexico,MEX,0,688,0,CONCACAF
24-03-1999,13,Norway,NOR,0,676,0,UEFA
24-03-1999,14,Sweden,SWE,0,659,0,UEFA
24-03-1999,15,Denmark,DEN,0,653,0,UEFA
24-03-1999,16,Yugoslavia,YUG,0,649,0,UEFA
24-03-1999,17,Portugal,POR,0,641,0,UEFA
24-03-1999,18,Austria,AUT,0,631,0,UEFA
24-03-1999,19,Morocco,MAR,0,629,0,CAF
24-03-1999,20,Paraguay,PAR,0,606,2,CONMEBOL
24-03-1999,21,Chile,CHI,0,614,-1,CONMEBOL
24-03-1999,22,Belgium,BEL,0,607,-1,UEFA
24-03-1999,23,USA,USA,0,603,0,CONCACAF
24-03-1999,24,South Africa,RSA,0,600,1,CAF
24-03-1999,25,Slovakia,SVK,0,601,-1,UEFA
24-03-1999,26,Scotland,SCO,0,599,0,UEFA
24-03-1999,27,Poland,POL,0,586,1,UEFA
24-03-1999,28,Colombia,COL,0,593,-1,CONMEBOL
24-03-1999,29,Tunisia,TUN,0,586,0,CAF
24-03-1999,30,Bulgaria,BUL,0,577,0,UEFA
24-03-1999,31,Russia,RUS,0,577,0,UEFA
24-03-1999,32,Egypt,EGY,0,575,0,CAF
24-03-1999,33,Israel,ISR,0,562,4,UEFA
24-03-1999,34,Greece,GRE,0,550,6,UEFA
24-03-1999,35,Ukraine,UKR,0,566,0,UEFA
24-03-1999,36,Korea Republic,KOR,0,566,-3,AFC
24-03-1999,37,Japan,JPN,0,566,-3,AFC
24-03-1999,38,Saudi Arabia,KSA,0,564,-2,AFC
24-03-1999,39,Zambia,ZAM,0,561,-1,CAF
24-03-1999,40,Jamaica,JAM,0,559,-1,CONCACAF
24-03-1999,41,Republic of Ireland,IRL,0,550,0,UEFA
24-03-1999,42,Ivory Coast,CIV,0,544,0,CAF
24-03-1999,43,Ghana,GHA,0,541,0,CAF
24-03-1999,44,Cameroon,CMR,0,534,0,CAF
24-03-1999,45,IR Iran,IRN,0,528,2,AFC
24-03-1999,46,Turkey,TUR,0,533,-1,UEFA
24-03-1999,47,Hungary,HUN,0,531,-1,UEFA
24-03-1999,48,Kuwait,KUW,0,524,0,AFC
24-03-1999,49,Lithuania,LTU,0,524,0,UEFA
24-03-1999,50,Bolivia,BOL,0,497,9,CONMEBOL
24-03-1999,51,Australia,AUS,0,518,-1,AFC
24-03-1999,52,China PR,CHN,0,511,-1,AFC
24-03-1999,53,Finland,FIN,0,510,0,UEFA
24-03-1999,54,Georgia,GEO,0,510,0,UEFA
24-03-1999,55,Ecuador,ECU,0,510,-3,CONMEBOL
24-03-1999,56,Iceland,ISL,0,490,5,UEFA
24-03-1999,57,Zaire,ZAI,0,505,-2,CAF
24-03-1999,58,United Arab Emirates,UAE,0,502,-2,AFC
24-03-1999,59,Angola,ANG,0,499,-2,CAF
24-03-1999,60,Cyprus,CYP,0,498,-2,UEFA
24-03-1999,61,Nigeria,NGA,0,487,3,CAF
24-03-1999,62,FYR Macedonia,MKD,0,490,0,UEFA
24-03-1999,63,Switzerland,SUI,0,493,-3,UEFA
24-03-1999,64,Peru,PER,0,489,-1,CONMEBOL
24-03-1999,65,Uruguay,URU,0,477,0,CONMEBOL
24-03-1999,66,Latvia,LVA,0,473,0,UEFA
24-03-1999,67,Northern Ireland,NIR,0,465,0,UEFA
24-03-1999,68,Costa Rica,CRC,0,453,1,CONCACAF
24-03-1999,69,Thailand,THA,0,454,-1,AFC
24-03-1999,70,Trinidad and Tobago,TRI,0,453,0,CONCACAF
24-03-1999,71,Qatar,QAT,0,447,1,AFC
24-03-1999,72,Algeria,ALG,0,436,5,CAF
24-03-1999,73,Guatemala,GUA,0,439,3,CONCACAF
24-03-1999,74,Guinea,GUI,0,448,-3,CAF
24-03-1999,75,Togo,TOG,0,446,-2,CAF
24-03-1999,76,Zimbabwe,ZIM,0,443,-1,CAF
24-03-1999,77,Wales,WAL,0,445,-3,UEFA
24-03-1999,78,Burkina Faso,BFA,0,420,5,CAF
24-03-1999,79,Slovenia,SVN,0,433,0,UEFA
24-03-1999,80,Honduras,HON,0,434,-2,CONCACAF
24-03-1999,81,Gabon,GAB,0,420,3,CAF
24-03-1999,82,Mali,MLI,0,429,-2,CAF
24-03-1999,83,Namibia,NAM,0,427,-2,CAF
24-03-1999,84,Uzbekistan,UZB,0,421,-2,AFC
24-03-1999,85,Senegal,SEN,0,409,3,CAF
24-03-1999,86,Oman,OMA,0,413,-1,AFC
24-03-1999,87,El Salvador,SLV,0,412,-1,CONCACAF
24-03-1999,88,Mozambique,MOZ,0,411,-1,CAF
24-03-1999,89,Armenia,ARM,0,396,0,UEFA
24-03-1999,90,Estonia,EST,0,383,3,UEFA
24-03-1999,91,Canada,CAN,0,388,-1,CONCACAF
24-03-1999,92,Albania,ALB,0,385,-1,UEFA
24-03-1999,93,Belarus,BLR,0,383,-1,UEFA
24-03-1999,94,Liberia,LBR,0,365,3,CAF
24-03-1999,95,Congo,CGO,0,350,8,CAF
24-03-1999,96,Kenya,KEN,0,374,-2,CAF
24-03-1999,97,Bosnia and Herzegovina,BIH,0,363,1,UEFA
24-03-1999,98,Singapore,SIN,0,373,-3,AFC
24-03-1999,99,Syria,SYR,0,367,-3,AFC
24-03-1999,100,Malawi,MWI,0,362,-1,CAF
24-03-1999,101,Azerbaijan,AZE,0,352,1,UEFA
24-03-1999,102,Iraq,IRQ,0,356,-2,AFC
24-03-1999,103,Moldova,MDA,0,340,4,UEFA
24-03-1999,104,New Zealand,NZL,0,355,-3,OFC
24-03-1999,105,Lebanon,LIB,0,346,-1,AFC
24-03-1999,106,Uganda,UGA,0,341,0,CAF
24-03-1999,107,Sierra Leone,SLE,0,342,-2,CAF
24-03-1999,108,Vietnam,VIE,0,327,0,AFC
24-03-1999,109,Indonesia,IDN,0,324,0,AFC
24-03-1999,110,Cuba,CUB,0,322,0,CONCACAF
24-03-1999,111,Faroe Islands,FRO,0,317,0,UEFA
24-03-1999,112,Kazakhstan,KAZ,0,311,0,UEFA
24-03-1999,113,Malaysia,MAS,0,304,0,AFC
24-03-1999,114,Sudan,SDN,0,297,0,CAF
24-03-1999,115,India,IND,0,294,0,AFC
24-03-1999,116,Tanzania,TAN,0,293,0,CAF
24-03-1999,117,Barbados,BRB,0,277,3,CONCACAF
24-03-1999,118,Bahrain,BHR,0,282,-1,AFC
24-03-1999,119,Myanmar,MYA,0,281,-1,AFC
24-03-1999,120,Haiti,HAI,0,279,-1,CONCACAF
24-03-1999,121,Turkmenistan,TKM,0,276,0,AFC
24-03-1999,122,Fiji,FIJ,0,274,0,OFC
24-03-1999,123,Malta,MLT,0,273,0,UEFA
24-03-1999,124,Grenada,GRN,0,265,0,CONCACAF
24-03-1999,125,Tajikistan,TJK,0,259,0,AFC
24-03-1999,126,Venezuela,VEN,0,257,0,CONMEBOL
24-03-1999,127,Luxembourg,LUX,0,249,0,UEFA
24-03-1999,128,Tahiti,TAH,0,248,0,OFC
24-03-1999,129,Benin,BEN,0,246,0,CAF
24-03-1999,130,Mauritius,MRI,0,206,8,CAF
24-03-1999,131,Jordan,JOR,0,233,-1,AFC
24-03-1999,132,Madagascar,MAD,0,196,10,CAF
24-03-1999,133,Hong Kong,HKG,0,224,-2,AFC
24-03-1999,134,St Vincent and the Grenadines,VIN,0,216,-1,CONCACAF
24-03-1999,135,Ethiopia,ETH,0,217,-3,CAF
24-03-1999,136,Panama,PAN,0,215,-2,CONCACAF
24-03-1999,137,Solomon Islands,SOL,0,214,-2,OFC
24-03-1999,138,Liechtenstein,LIE,0,212,-2,UEFA
24-03-1999,139,Burundi,BDI,0,207,-2,CAF
24-03-1999,140,St Kitts and Nevis,SKN,0,206,-1,CONCACAF
24-03-1999,141,Gambia,GAM,0,199,0,CAF
24-03-1999,142,Sri Lanka,SRI,0,199,-2,AFC
24-03-1999,143,Dominica,DMA,0,189,0,CONCACAF
24-03-1999,144,St Lucia,LCA,0,189,0,CONCACAF
24-03-1999,145,Niger,NIG,0,189,0,CAF
24-03-1999,146,Antigua and Barbuda,ATG,0,185,1,CONCACAF
24-03-1999,147,Yemen,YEM,0,186,-1,AFC
24-03-1999,148,Lesotho,LES,0,182,0,CAF
24-03-1999,149,Mauritania,MTN,0,182,0,CAF
24-03-1999,150,San Marino,SMR,0,158,0,UEFA
24-03-1999,151,Kyrgyz Republic,KGZ,0,155,0,AFC
24-03-1999,152,Laos,LAO,0,154,0,AFC
24-03-1999,153,Swaziland,SWZ,0,153,0,CAF
24-03-1999,154,Dominican Republic,DOM,0,149,0,CONCACAF
